id,name,email,password,image,tel,interests
762,Jessica Mcbride,bonillavanessa@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,811.986.3153x92856, Customer Relationship| telecaller| Relationship Management| customer care officer| Telecalling| Cold Calling| telemarketing| customer support officer| Marketing| CRM| MAR| customer care executive
763,Jeffrey Oliver,ccrane@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,+1-464-744-2964, c#| customer service orientation| web services| team management| asp.net| .net framework| ms dynamics crm| sql server| javascript
764,Stephanie Bennett,denisewilliams@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,154-082-2829, Ground Staff Activities| Communication Skills| Cabin Crew Activities
765,Angela Malone,haleemily@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(716)265-7784, Web technologies| Executive| Social media| Report writing| E-commerce| Business Development Executive| HTTP| Personality development| Web designing| Recruitment
766,Patricia Hoover,jillwalters@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,001-125-174-5917, Warehouse| Raw Material| Execution| SAP| Purchase Order| MRP| Supply Chain| Dispatch Planning
767,Jack Calderon,brooksrobin@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,001-900-630-7132x69634, International marketing| Marketing strategy| Brand building| Outbound| Integrated marketing| consumer marketing| Analytical| Market assessment| Operations| Analytics
768,Travis Miller,robertgarcia@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(427)103-9477x931, International marketing| Marketing strategy| Brand building| Outbound| Integrated marketing| consumer marketing| Analytical| Market assessment| Operations| Analytics
769,Jeffery Mathis,michael67@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,080-655-1583,Java|Maven|GIT|Docker|MQ|Agile|Spring Framework|SQL Database|MongoDB|Devops
770,Kimberly Fox,gshaw@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,+1-612-161-7592x8594, LLB| Compliance| Legal Head| Contract Management| Regulatory Compliance
771,Anna Boone,ovasquez@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(089)905-8357x07936, Origin| Material handling equipments| Data management| MF| Shift Incharge| Time| Document control| closure| Monitoring| Logistics
772,Ricky Hartman,fhansen@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,001-171-824-0760x85950, Retail| marketing executive| distributors| customer profiling| sales strategy| SME| market research| Business Development| Operations| sales executive
773,Matthew Ward,kristy96@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(770)765-9545x14109, Java| SOA| TDD| SaaS| J2EE| Spring Boot| API| Algorithm| Data Structure
774,Kevin Chambers,ecarlson@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,790-314-9126x243, direct marketing executive| Bancassurance| direct marketing| general insurance sales| insurance broking| sales marketing| life insurance| broking| securities| agency manager| branch banking| direct sales
775,Robert Perez,dalton74@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,001-555-166-9392x718, QlikView| Data Visualization| Tableau| MS SQL Server| Business Analysis| Business Intelligence| Data Warehousing| Power Bi| Data Modeling| Alteryx
776,Danielle Alvarez,leenathan@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(730)775-0824x888, Interfaces| idocs| sap mm| problem solving
777,Eric Bradford,dmathews@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,001-523-224-7203x474, assembly language| Six Sigma| PMP| C| JavaScript| .NET| HTML| Oracle| Python| SQL
778,Richard Carlson,meganperez@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(521)795-5470, communication trainer| accent trainer| Accent| voice trainer| Training| Accent Training| voice coach| team leader| leading team| Team Leading| voice accent trainer
779,Scott Frazier,diana25@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,168.973.9596x409, Sales| Marketing| Branding| Advertising| Promotions| Events| Corporate Sales| Team Handling| Entrepreneurship| management| creative| fresher| trainee| Communication Skills| Presentation Skills
780,Amanda Taylor,nicole77@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,+1-872-150-1484, MVC| ASP.Net| C#| JQuery| Software Development| Java| SQL| Web Technologies| Problem Solving| Java Script| J - Query| C#.
781,Jill Stafford,kimberlyhogan@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,001-190-942-8064x443, Senior Design Engineer| Retail| Excel| Stock management| Management
782,Amanda Reyes,zunigaanna@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,001-101-398-1863x398, accounting functions| auditing| cma| ca| commerce| ipcc
783,Shirley May,wblankenship@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,001-794-860-7409, communication skills| international voice process
784,Stacy Johnson,heather73@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,814.877.4436, ajax| jquery| developing| google| open source| database| mysql| object oriented programming| programming| applications
785,Stephanie Lawrence,hernandezsavannah@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(980)479-0615x73993,Architect|interior|Interior|Architects|Interior|Interior|Architect|Interior|Architect|Interior|interior|Architect|Interior|Interior|Interior|architect|Architect|Interior|Architect|Interior|Interior|Architect|Interior|Architect|Interior|Architect|Interior|ARCHITECT|INTERIOR|Interior|Architect|Interior|INTERIOR|Architect|Interior
786,Michelle Ali,ypetersen@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(365)246-8924x796, Swift| Mobile applications| IOS| C| application| design| mobile| developer
787,Lisa Fields PhD,wardcynthia@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(937)831-8570, macros| data analysis| vba| Coding| data mining| process optimization| reporting| Python| SQL
788,John Gonzalez,lgomez@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(878)958-4499x663, BPO| Customer Service| voice process| voice support| Calling| Domestic BPO| customer care| Service Sales| call center| customer support
789,Kimberly Martin,gina70@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(791)433-1786x8103, IT services| Automation| data governance| Team Leader| Financial services
790,Diana Little,dale17@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,928.012.1477x330, Analytics
791,Timothy Davis,dominguezrichard@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,6961477796, Troubleshooting| Helpdesk| PHP| software| configuration| Gap analysis| Software implementation| Automotive| Front end| PDF| application| Data collection| Business process analysis| support
792,Sharon Frank,fgibson@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,851-055-3311x2404, Computer skills| Soft| Beauty| BASIC
793,Anthony Cox,qstephens@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,016.427.4811,Network Planning|Core Java|Capacity Management|Networking|Weblogic|PLSQL|WSDL|Oracle|Web Services
794,Jo Young,xedwards@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,+1-042-669-9721x34909, Java| Hibernate| RDBMS| OOPS| Javascript| Struts| J2EE| Webservices| Spring| Data Structure| SDLC
795,Michelle Pruitt,fjohnson@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,768-507-4884x3247, Ansys| thermal| MATLAB| System design| Recruitment| MCCB| Electricals
796,Sheri Miller,moorejennifer@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(375)392-4212, Test Manager| Bi| Ab Initio| Test Lead| Data Warehousing| ETL Testing
797,Gary Bell,hayesjamie@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,+1-410-892-4472x18126, Merchandising| Buyer Activities| Follow Ups| Vendor| purchase| vendor development| tracking
798,Andrea Hernandez,robert86@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,484.711.6770x409, VMware| citrix xenapp| DNS| Windows| Network management| Troubleshooting| RAID| DHCP
799,Robert Harvey,yjohnson@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,486.921.5814, Outbound| Antivirus| Technical support| Technical Support Associate| process| Sales| Inbound calls| US shift| Comp
800,Bonnie Miller,michaelpalmer@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,001-194-582-8501x586, Shortlisting| Hiring| Interviewing| Recruitment| HR| Follow Ups| Database Management| MS Office| power point
801,Cody Mcdonald,marywagner@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,205-895-1334x791, building materials| COLLECTION| lifestyle products| key account mgmt| home decor| business development| b2c sales| construction materials| lifestyle| NEW CLIENT ACQUISITION| PROJECT SALES| SALES
802,Jamie Thompson,howardcatherine@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,169.466.1771x8501, Nursing| NICU| Medical | patient care| Nurse
803,Melissa Soto,tlevy@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,0037583365, sales management| sales strategy| customer relationship| communication skills| customer service| Sales Coordination
804,Steven Anderson,marthacosta@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,793-045-5060, Relationship management| Relationship building| Client relationship| Training| Analytical skills| Process mapping| Standard operating procedures| Agile| Management| Visa processing
805,George Mason,lisacruz@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,748.401.4380x489, design| c++| development| C| developing| HTML| ios| offshore| application| MySQL| JavaScript| developer| applications
806,Erin Avila,jhill@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,+1-311-541-2944, access controls| Technology| Asset Management| Intellectual Property| Vendor Management| CRM
807,Rachel Trevino,dominguezaustin@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(462)342-1211, BPO| Service| Technical support| Issue| top| Inbound calls| Inbound voice process| Bonus| Software
808,William Romero,tramos@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,155.553.8503x608, Sales| Management| Sales management| Educational sales
809,Crystal Hansen,greenjacqueline@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(545)217-0528x896, Layout design| Corel Draw| Web designing| Photoshop
810,Donald Ramirez,lisavalencia@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,+1-126-981-2055, photoshop| animation| modeling| proactive| texturing| inorganic| skills| 3d studio| 3d studio max| good communication skills
811,Jorge Smith,teresalloyd@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,518.957.9577x5575, Customer profitability| Receivable management| Education| Relationship building| Transportation| Service| Monitoring| Key accounts
812,Keith Perry,jhayden@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(026)256-1507x33713,Life Sciences|medical|health|pharma|Phd|research|publications
813,Antonio Barnes,wromero@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,+1-838-758-2064, Product placement| Market research| Distributor handling| Business Development Executive| Customer service| Customer Service Executive| Secondary sales| Supervision
814,Douglas Gibson,walkerbrianna@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,472-161-5498, Sales Management| Marketing| Client Retention| Business Development| Market Analysis| Market Research| Business Growth| Region| New Product| Engineering Services| BDE| business development manager
815,Matthew Richardson,patrick28@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,001-645-909-2901x6251, Company Secretary| International Taxation| Accounting| Finance| Inter Passed| Secretarial Activities| Gst| Ca
816,Lawrence Keller,bbecker@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(222)335-4144x8680, Key Accounts| Manpower Utilization| Property Management| Operations| maintenance| Facility Management
817,David Douglas,jasonbeck@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,001-026-028-4324x747, documents| computer skills| technical writer| team| reading| excellent communication| detailed| word
818,Emily Smith,heather14@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,444-582-2751x61064, Audit| Risk Management| Compliance| Internal Audit| Internal Control| Audit Manager
819,Eugene Walker,john77@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,544-507-6472x028, Analytical| Consulting| Product management| SAS| Analytics| Computer science| Operations research| Econometrics| Field operations| Business analytics
820,James Rose,youngmonica@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,001-223-535-0249x776, Head Operations| Service| Penetration| Sales strategy| Industrial sales| Market segmentation| Regional Head| Payment collection| Market| Sales Executive
821,John Mitchell,morgan38@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(554)753-7224x1719, Recruitment| HR| Human Resource Management| Personnel| Administration
822,Johnathan Marshall,sydneyrobertson@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,001-346-532-8114x6423, Service| Technical support| Issue| Technical| Inbound calls| Bonus| Software
823,Jessica Booker,melvinolsen@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,001-968-288-6647, PHP| Wordpress| Opencart| Magento| Laravel| CI| Technical Skills| Communication Skills
824,Debra Sutton,linfrederick@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,6417159430, c++| development| gaming| C| software| HTML| ios| opengl| iphone| design| MySQL| JavaScript
825,Regina Roberts,matthewrodriguez@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,6100050670, travel sales consultant| amadeus| travel sales
826,Julia Skinner,ameadows@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,194-976-9688, Army| Navy| Security| Administration| Electricals| Maintenance| Estate Management
827,Lindsay Howell,kylepruitt@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,973-448-3468, CSS| Wordpress| MySQL| Javascript| PHP| HTML| JQuery| SEO| Ajax| Hosting
828,Stephanie Hamilton,ogillespie@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,333-631-6308x448, Data analysis| Project management| Brand marketing| Market research| Management| microsoft| Marketing communication| Research analysis| Monitoring
829,Gary Rhodes,drewholt@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,470-704-5526x7019, packaging design| Counter sales| Packaging
830,Raymond Nunez,kelly33@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,001-973-772-1144x169, Gem| Tendering
831,Jesse Campos,ronaldturner@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,448.697.8430, Windows System Administration| windows system admin| windows system administrator
832,Joyce Williams,cray@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,786-169-7659, project support| Banking| Maya| E-commerce| big data
833,Kenneth Castro,warellano@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,001-801-978-6353x467, Photoshop| Graphics| Animation| Maya| Fine arts| Project management| CGI| Animator| 3D| Graphic designing
834,Mariah Johnson,perezmichael@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,+1-114-748-5161, layout| visualization| digital media| graphic design| html| illustration| tools| part time
835,Jose Jones,dwayne61@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(547)329-7072x53817, pharmaceutical| medical| Pharma| medical billing| healthcare
836,Dawn Holder,hbrady@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(701)156-8317x0806, Drupal| Linux| MySQL| Python| Consulting| Procurement| Monitoring| Front end| Backend| Django
837,Lisa Owens,mccartymary@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,162.786.5448, operations| process management| TOEFL| banking process| communication skills| customer experience| ms office
838,Troy Baker,brenda77@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,799-718-8279x581, Financial reporting| Due diligence| Data analysis| Accounting| International finance| Banking
839,Ronald Barry,julierobinson@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(190)468-3577, Facility Management
840,William Brooks,angelafranklin@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(825)468-3285x777, Architecture| Windows Server| Subject Matter Expertise| Architectural Design| Active Directory
841,Paul Garcia,carrie85@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,975.679.5367, TECHNICAL SALES| OIL AND GAS| AUTOMOBILE| TEXTILE| PHARMA| FLOW MEASURING INSTRUMENTS
842,William Burke,brian96@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(622)169-1250, embedded c| Windows Driver Development| Device Driver Development| Device Drivers| Firmware Development| embedded development
843,Joshua Robertson,kirbyricardo@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,6792481468, CATIA| AutoCAD| Pressure vessels| Mechanical| Primavera| PSCAD
844,Jacqueline Hernandez,christopher72@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,431-863-1850, Design Engineer
845,Charles Mcknight,nwilliams@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,312.447.9879, Outbound| Night shift| Service| English| process| Technical| Technical support| Inbound calls| Voice process| Group
846,John Saunders,lopezcarl@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,338-905-5306x18378, Microstrategy| Unix| Business Intelligence| Linux| Data Visualization| Business Objects| Data Modeling| ETL| Analytics| DB
847,Zachary Jackson,rodney60@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,573-791-5069x6341, back office processing| BPO| part time| data entry| computer operator| backend| non voice| chat process| account| marketing| inbound process
848,Steven Barrett,charlesbarrett@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,001-813-479-9964, C| Woocommerce| Magento| Wordpress| MySQL| PHP| Shopify| JQuery| Web Development| Ajax
849,David James,duffyaaron@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,901-088-5049, accent| auditing| soft skills| training needs| customer service| process compliance
850,Bobby Wells,alvarezaaron@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,001-622-358-1021, pharmaceutical| medical| Pharma| medical billing| healthcare
851,James Keith,courtneyyork@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,795.696.7881x1367, Telerik| C#.Net| Process Streamlining| Technical Lead| Selenium| Functional
852,Tom Anderson,mhurley@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,0889701651, International Call Center| Technical Support| Maintenance| Communication Skills| PC Hardware| Technician Activities| Social Media| Analytical Ability| Soft Skills| Customer Satisfaction
853,Patricia Hartman,dbrandt@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,276.538.6658x8299, Outbound| Antivirus| Comp| Technical support| Technical Support Associate| technical sales associate| Sales| Technical Associate| Voice support| Inbound calls
854,Barry Black,markjuarez@example.com,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,922-205-2598x5114, Call Quality| Training Needs| ISO 9001| Feedback| Quality Analysis| Pareto Analysis| Continuous Improvement| Customer Satisfaction| Process Improvement Initiatives| Lean Six Sigma
855,Timothy Gates,avilazoe@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(134)779-1401, Design engineering| EPC| Engineering Design| Civil design
856,Michael Wheeler,bbond@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,+1-163-885-0762x698, tds| Accounting| mis| audit| salary processing| Account Management| payroll
857,Timothy Morse,christine96@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,413-822-3445, Technical Support Executive| Electrical engineering
858,Jerry White,robertbarry@example.org,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,(187)130-1102x881, chat process| Non Voice| Non Voice Process| BPO Fresher| Fresher| International BPO
859,Karen Wright,farleykaren@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,+1-643-822-1641x805, management consulting| b2b sales| recruitment| business consulting| client acquisition| business development| client onboarding| corporate sales
860,Kristen Greene,nancy49@example.net,$2y$10$gaKPBXfyOviXFsbJhMuL4ejKYK/R8mwIQWzqCF.70TT.uPIcJ3M3C,image_defaut1234.jpg,0772886689, Angularjs| CSS| Responsive Web Design| Javascript| Bootstrap| HTML| JSON| JQuery| Web Development| Grunt
